2021/10/26,14:37:02,move_forward,0000/00/00,00:00:00
2021/10/26,14:37:02,stop,0000/00/00,00:00:00
2021/10/26,14:37:02,move_forward,0000/00/00,00:00:00
2021/10/26,14:37:03,stop,0000/00/00,00:00:00
2021/10/26,14:37:03,move_forward,0000/00/00,00:00:00
2021/10/26,14:37:03,stop,0000/00/00,00:00:00
2021/10/26,14:37:03,move_forward,0000/00/00,00:00:00
2021/10/26,14:37:03,stop,0000/00/00,00:00:00
2021/10/26,14:37:03,move_forward,0000/00/00,00:00:00
2021/10/26,14:37:03,stop,0000/00/00,00:00:00
2021/10/26,14:37:03,move_forward,0000/00/00,00:00:00
2021/10/26,14:37:03,stop,0000/00/00,00:00:00
2021/10/26,14:37:03,move_forward,0000/00/00,00:00:00
2021/10/26,14:37:04,stop,0000/00/00,00:00:00
2021/10/26,14:37:04,move_forward,0000/00/00,00:00:00
2021/10/26,14:37:04,stop,0000/00/00,00:00:00
2021/10/26,14:37:04,move_back,0000/00/00,00:00:00
2021/10/26,14:37:04,stop,0000/00/00,00:00:00
2021/10/26,14:37:04,move_back,0000/00/00,00:00:00
2021/10/26,14:37:05,stop,0000/00/00,00:00:00
2021/10/26,14:37:05,move_back,0000/00/00,00:00:00
2021/10/26,14:37:05,stop,0000/00/00,00:00:00
2021/10/26,14:37:05,move_back,0000/00/00,00:00:00
2021/10/26,14:37:05,stop,0000/00/00,00:00:00
2021/10/26,14:37:05,move_back,0000/00/00,00:00:00
2021/10/26,14:37:05,stop,0000/00/00,00:00:00
2021/10/26,14:37:06,turn_right,0000/00/00,00:00:00
2021/10/26,14:37:06,stop,0000/00/00,00:00:00
2021/10/26,14:37:06,turn_right,0000/00/00,00:00:00
2021/10/26,14:37:06,stop,0000/00/00,00:00:00
2021/10/26,14:37:06,turn_right,0000/00/00,00:00:00
2021/10/26,14:37:06,stop,0000/00/00,00:00:00
2021/10/26,14:37:06,turn_right,0000/00/00,00:00:00
2021/10/26,14:37:06,stop,0000/00/00,00:00:00
2021/10/26,14:37:06,turn_right,0000/00/00,00:00:00
2021/10/26,14:37:06,stop,0000/00/00,00:00:00
2021/10/26,14:37:07,turn_left,0000/00/00,00:00:00
2021/10/26,14:37:07,stop,0000/00/00,00:00:00
2021/10/26,14:37:07,turn_left,0000/00/00,00:00:00
2021/10/26,14:37:07,stop,0000/00/00,00:00:00
2021/10/26,14:37:07,turn_left,0000/00/00,00:00:00
2021/10/26,14:37:07,stop,0000/00/00,00:00:00
2021/10/26,14:37:07,turn_left,0000/00/00,00:00:00
2021/10/26,14:37:08,stop,0000/00/00,00:00:00
2021/10/26,14:37:08,turn_left,0000/00/00,00:00:00
2021/10/26,14:37:08,stop,0000/00/00,00:00:00
2021/10/26,14:37:08,turn_left,0000/00/00,00:00:00
2021/10/26,14:37:08,stop,0000/00/00,00:00:00
2021/10/26,14:37:08,turn_left,0000/00/00,00:00:00
2021/10/26,14:37:08,stop,0000/00/00,00:00:00
2021/10/26,14:37:08,turn_left,0000/00/00,00:00:00
2021/10/26,14:37:08,stop,0000/00/00,00:00:00
2021/10/26,14:37:09,stop,0000/00/00,00:00:00
2021/10/26,14:37:09,stop,0000/00/00,00:00:00
2021/10/26,14:37:10,stop,0000/00/00,00:00:00
2021/10/26,14:37:10,stop,0000/00/00,00:00:00
2021/10/26,14:37:10,stop,0000/00/00,00:00:00
2021/10/26,14:37:10,stop,0000/00/00,00:00:00
2021/10/26,14:37:10,stop,0000/00/00,00:00:00
2021/10/26,14:37:43,move_forward,0000/00/00,00:00:00
2021/10/26,14:37:43,stop,0000/00/00,00:00:00
2021/10/26,14:37:43,move_back,0000/00/00,00:00:00
2021/10/26,14:37:43,stop,0000/00/00,00:00:00
2021/10/26,14:37:44,turn_right,0000/00/00,00:00:00
2021/10/26,14:37:44,stop,0000/00/00,00:00:00
2021/10/26,14:37:44,turn_left,0000/00/00,00:00:00
2021/10/26,14:37:44,stop,0000/00/00,00:00:00
2021/10/26,14:37:45,stop,0000/00/00,00:00:00
2021/10/26,14:37:45,stop,0000/00/00,00:00:00
2021/10/26,14:37:45,stop,0000/00/00,00:00:00
2021/10/26,14:37:45,turn_left,0000/00/00,00:00:00
2021/10/26,14:37:45,stop,0000/00/00,00:00:00
2021/10/26,14:37:46,turn_left,0000/00/00,00:00:00
2021/10/26,14:37:46,stop,0000/00/00,00:00:00
2021/10/26,14:37:46,turn_right,0000/00/00,00:00:00
2021/10/26,14:37:46,stop,0000/00/00,00:00:00
2021/10/26,14:37:46,turn_right,0000/00/00,00:00:00
2021/10/26,14:37:46,stop,0000/00/00,00:00:00
2021/10/26,14:37:47,move_back,0000/00/00,00:00:00
2021/10/26,14:37:47,stop,0000/00/00,00:00:00
2021/10/26,14:37:47,move_back,0000/00/00,00:00:00
2021/10/26,14:37:47,stop,0000/00/00,00:00:00
2021/10/26,14:37:47,move_forward,0000/00/00,00:00:00
2021/10/26,14:37:47,stop,0000/00/00,00:00:00
2021/10/26,14:37:47,move_forward,0000/00/00,00:00:00
2021/10/26,14:37:48,stop,0000/00/00,00:00:00
2021/10/26,14:37:48,move_back,0000/00/00,00:00:00
2021/10/26,14:37:48,stop,0000/00/00,00:00:00
2021/10/26,14:37:48,move_back,0000/00/00,00:00:00
2021/10/26,14:37:48,stop,0000/00/00,00:00:00
2021/10/26,14:37:48,turn_right,0000/00/00,00:00:00
2021/10/26,14:37:49,stop,0000/00/00,00:00:00
2021/10/26,14:37:49,turn_right,0000/00/00,00:00:00
2021/10/26,14:37:49,stop,0000/00/00,00:00:00
2021/10/26,14:37:49,turn_left,0000/00/00,00:00:00
2021/10/26,14:37:49,stop,0000/00/00,00:00:00
2021/10/26,14:37:49,turn_left,0000/00/00,00:00:00
2021/10/26,14:37:49,stop,0000/00/00,00:00:00
2021/10/26,14:37:50,stop,0000/00/00,00:00:00
2021/10/26,14:37:50,stop,0000/00/00,00:00:00
2021/10/26,14:37:50,stop,0000/00/00,00:00:00
2021/10/26,14:37:50,stop,0000/00/00,00:00:00
2021/10/26,14:37:50,stop,0000/00/00,00:00:00
2021/10/26,14:37:51,stop,0000/00/00,00:00:00
2021/10/26,14:37:51,stop,0000/00/00,00:00:00
2021/10/26,14:37:51,stop,0000/00/00,00:00:00
2021/10/26,14:37:51,stop,0000/00/00,00:00:00
2021/10/26,14:37:51,stop,0000/00/00,00:00:00
2021/10/26,14:37:52,stop,0000/00/00,00:00:00
2021/10/26,14:37:52,stop,0000/00/00,00:00:00
2021/10/26,14:37:52,turn_left,0000/00/00,00:00:00
2021/10/26,14:37:52,stop,0000/00/00,00:00:00
2021/10/26,14:37:53,turn_left,0000/00/00,00:00:00
2021/10/26,14:37:53,stop,0000/00/00,00:00:00
2021/10/26,14:37:54,turn_left,0000/00/00,00:00:00
2021/10/26,14:37:54,stop,0000/00/00,00:00:00
2021/10/26,14:37:54,turn_left,0000/00/00,00:00:00
2021/10/26,14:37:54,stop,0000/00/00,00:00:00
2021/10/26,14:37:55,turn_left,0000/00/00,00:00:00
2021/10/26,14:37:55,stop,0000/00/00,00:00:00
2021/10/26,14:37:55,turn_left,0000/00/00,00:00:00
2021/10/26,14:37:55,stop,0000/00/00,00:00:00
2021/10/26,14:37:56,turn_left,0000/00/00,00:00:00
2021/10/26,14:37:56,stop,0000/00/00,00:00:00
2021/10/26,14:37:56,turn_left,0000/00/00,00:00:00
2021/10/26,14:37:56,stop,0000/00/00,00:00:00
2021/10/26,14:37:57,turn_right,0000/00/00,00:00:00
2021/10/26,14:37:57,stop,0000/00/00,00:00:00
2021/10/26,14:37:57,turn_right,0000/00/00,00:00:00
2021/10/26,14:37:58,stop,0000/00/00,00:00:00
2021/10/26,14:37:58,move_back,0000/00/00,00:00:00
2021/10/26,14:37:58,stop,0000/00/00,00:00:00
2021/10/26,14:37:58,move_back,0000/00/00,00:00:00
2021/10/26,14:37:58,stop,0000/00/00,00:00:00
2021/10/26,14:37:59,move_forward,0000/00/00,00:00:00
2021/10/26,14:37:59,stop,0000/00/00,00:00:00
2021/10/26,14:37:59,move_forward,0000/00/00,00:00:00
2021/10/26,14:37:59,stop,0000/00/00,00:00:00
2021/10/26,14:37:59,move_forward,0000/00/00,00:00:00
2021/10/26,14:37:59,stop,0000/00/00,00:00:00
2021/10/26,14:37:59,move_forward,0000/00/00,00:00:00
2021/10/26,14:37:59,stop,0000/00/00,00:00:00
2021/10/26,14:44:32,stop,0000/00/00,00:00:00
2021/10/26,14:44:32,move_forward,0000/00/00,00:00:00
2021/10/26,14:44:32,move_forward,0000/00/00,00:00:00
2021/10/26,14:44:32,stop,0000/00/00,00:00:00
2021/10/26,14:44:33,move_forward,0000/00/00,00:00:00
2021/10/26,14:44:33,stop,0000/00/00,00:00:00
2021/10/26,14:44:34,move_forward,0000/00/00,00:00:00
2021/10/26,14:44:34,stop,0000/00/00,00:00:00
2021/10/26,14:44:35,move_back,0000/00/00,00:00:00
2021/10/26,14:44:35,stop,0000/00/00,00:00:00
2021/10/26,14:44:35,move_back,0000/00/00,00:00:00
2021/10/26,14:44:35,stop,0000/00/00,00:00:00
2021/10/26,14:51:06,stop,0000/00/00,00:00:00
2021/10/26,14:51:06,turn_right,0000/00/00,00:00:00
2021/10/26,14:51:07,turn_right,0000/00/00,00:00:00
2021/10/26,14:51:07,stop,0000/00/00,00:00:00
2021/10/26,14:51:09,turn_right,0000/00/00,00:00:00
2021/10/26,14:51:09,stop,0000/00/00,00:00:00
2021/10/26,14:51:10,turn_right,0000/00/00,00:00:00
2021/10/26,14:51:10,stop,0000/00/00,00:00:00
2021/10/26,14:51:10,turn_right,0000/00/00,00:00:00
2021/10/26,14:51:10,stop,0000/00/00,00:00:00
2021/10/26,14:51:10,turn_right,0000/00/00,00:00:00
2021/10/26,14:51:10,stop,0000/00/00,00:00:00
2021/10/26,14:51:11,turn_right,0000/00/00,00:00:00
2021/10/26,14:51:11,stop,0000/00/00,00:00:00
2021/10/26,14:51:11,turn_right,0000/00/00,00:00:00
2021/10/26,14:51:11,stop,0000/00/00,00:00:00
2021/10/26,14:51:11,turn_right,0000/00/00,00:00:00
2021/10/26,14:51:11,stop,0000/00/00,00:00:00
2021/10/26,14:51:11,turn_right,0000/00/00,00:00:00
2021/10/26,14:51:11,stop,0000/00/00,00:00:00
2021/10/26,14:51:12,turn_right,0000/00/00,00:00:00
2021/10/26,14:51:12,stop,0000/00/00,00:00:00
2021/10/26,14:51:12,turn_right,0000/00/00,00:00:00
2021/10/26,14:51:12,stop,0000/00/00,00:00:00
2021/10/26,14:51:12,turn_right,0000/00/00,00:00:00
2021/10/26,14:51:12,stop,0000/00/00,00:00:00
2021/10/26,14:51:12,turn_right,0000/00/00,00:00:00
2021/10/26,14:51:12,stop,0000/00/00,00:00:00
2021/10/26,14:51:12,turn_right,0000/00/00,00:00:00
2021/10/26,14:51:13,stop,0000/00/00,00:00:00
2021/10/26,14:51:13,turn_right,0000/00/00,00:00:00
2021/10/26,14:51:13,stop,0000/00/00,00:00:00
2021/10/26,14:51:13,turn_right,0000/00/00,00:00:00
2021/10/26,14:51:13,stop,0000/00/00,00:00:00
2021/10/26,14:51:13,turn_right,0000/00/00,00:00:00
2021/10/26,14:51:13,stop,0000/00/00,00:00:00
2021/10/26,14:51:13,turn_right,0000/00/00,00:00:00
2021/10/26,14:51:13,stop,0000/00/00,00:00:00
2021/10/26,14:51:14,turn_right,0000/00/00,00:00:00
2021/10/26,14:51:14,stop,0000/00/00,00:00:00
2021/10/26,14:51:14,turn_right,0000/00/00,00:00:00
2021/10/26,14:51:14,stop,0000/00/00,00:00:00
2021/10/26,14:51:14,turn_right,0000/00/00,00:00:00
2021/10/26,14:51:14,stop,0000/00/00,00:00:00
2021/10/26,14:51:20,stop,0000/00/00,00:00:00
2021/10/26,14:51:21,turn_left,0000/00/00,00:00:00
2021/10/26,14:51:21,stop,0000/00/00,00:00:00
2021/10/26,15:01:17,stop,0000/00/00,00:00:00
2021/10/26,15:01:17,turn_right,0000/00/00,00:00:00
2021/10/26,15:01:17,turn_right,0000/00/00,00:00:00
2021/10/26,15:01:17,stop,0000/00/00,00:00:00
2021/10/26,15:03:05,move_back,0000/00/00,00:00:00
2021/10/26,15:03:05,stop,0000/00/00,00:00:00
2021/10/26,15:04:26,move_back,0000/00/00,00:00:00
2021/10/26,15:04:26,stop,0000/00/00,00:00:00
2021/10/26,15:04:33,turn_right,0000/00/00,00:00:00
2021/10/26,15:04:34,stop,0000/00/00,00:00:00
2021/10/26,15:05:30,move_forward,0000/00/00,00:00:00
2021/10/26,15:05:31,stop,0000/00/00,00:00:00
2021/10/26,15:06:42,turn_left,0000/00/00,00:00:00
2021/10/26,15:06:42,stop,0000/00/00,00:00:00
2021/10/26,15:06:44,turn_right,0000/00/00,00:00:00
2021/10/26,15:06:44,stop,0000/00/00,00:00:00
2021/10/26,15:07:35,stop,0000/00/00,00:00:00
2021/10/26,15:07:38,move_back,0000/00/00,00:00:00
2021/10/26,15:07:38,stop,0000/00/00,00:00:00
2021/10/26,15:07:39,move_back,0000/00/00,00:00:00
2021/10/26,15:07:39,stop,0000/00/00,00:00:00
2021/10/26,15:07:39,move_forward,0000/00/00,00:00:00
2021/10/26,15:07:39,stop,0000/00/00,00:00:00
2021/10/26,15:08:07,turn_right,0000/00/00,00:00:00
2021/10/26,15:08:07,stop,0000/00/00,00:00:00
2021/10/26,15:09:14,turn_left,0000/00/00,00:00:00
2021/10/26,15:09:14,stop,0000/00/00,00:00:00
2021/10/26,15:09:16,turn_right,0000/00/00,00:00:00
2021/10/26,15:09:16,stop,0000/00/00,00:00:00
2021/10/26,15:09:17,move_back,0000/00/00,00:00:00
2021/10/26,15:09:18,stop,0000/00/00,00:00:00
2021/10/26,15:09:18,move_forward,0000/00/00,00:00:00
2021/10/26,15:09:18,stop,0000/00/00,00:00:00
2021/10/26,15:12:08,turn_left,0000/00/00,00:00:00
2021/10/26,15:12:08,stop,0000/00/00,00:00:00
2021/10/26,15:12:09,stop,0000/00/00,00:00:00
2021/10/26,15:12:10,stop,0000/00/00,00:00:00
2021/10/26,15:12:19,stop,0000/00/00,00:00:00
2021/10/26,15:12:20,turn_left,0000/00/00,00:00:00
2021/10/26,15:12:20,stop,0000/00/00,00:00:00
2021/10/26,15:12:20,turn_left,0000/00/00,00:00:00
2021/10/26,15:12:21,stop,0000/00/00,00:00:00
2021/10/26,15:12:21,turn_left,0000/00/00,00:00:00
2021/10/26,15:12:21,stop,0000/00/00,00:00:00
2021/10/26,15:12:25,move_back,0000/00/00,00:00:00
2021/10/26,15:12:25,stop,0000/00/00,00:00:00
2021/10/26,15:12:27,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:27,stop,0000/00/00,00:00:00
2021/10/26,15:12:27,move_back,0000/00/00,00:00:00
2021/10/26,15:12:27,stop,0000/00/00,00:00:00
2021/10/26,15:12:28,turn_right,0000/00/00,00:00:00
2021/10/26,15:12:28,stop,0000/00/00,00:00:00
2021/10/26,15:12:28,turn_left,0000/00/00,00:00:00
2021/10/26,15:12:29,stop,0000/00/00,00:00:00
2021/10/26,15:12:29,stop,0000/00/00,00:00:00
2021/10/26,15:12:30,turn_left,0000/00/00,00:00:00
2021/10/26,15:12:30,stop,0000/00/00,00:00:00
2021/10/26,15:12:30,turn_right,0000/00/00,00:00:00
2021/10/26,15:12:31,stop,0000/00/00,00:00:00
2021/10/26,15:12:31,move_back,0000/00/00,00:00:00
2021/10/26,15:12:31,stop,0000/00/00,00:00:00
2021/10/26,15:12:32,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:32,stop,0000/00/00,00:00:00
2021/10/26,15:12:32,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:33,stop,0000/00/00,00:00:00
2021/10/26,15:12:33,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:33,stop,0000/00/00,00:00:00
2021/10/26,15:12:33,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:33,stop,0000/00/00,00:00:00
2021/10/26,15:12:33,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:33,stop,0000/00/00,00:00:00
2021/10/26,15:12:33,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:33,stop,0000/00/00,00:00:00
2021/10/26,15:12:33,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:33,stop,0000/00/00,00:00:00
2021/10/26,15:12:34,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:34,stop,0000/00/00,00:00:00
2021/10/26,15:12:34,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:34,stop,0000/00/00,00:00:00
2021/10/26,15:12:34,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:34,stop,0000/00/00,00:00:00
2021/10/26,15:12:34,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:34,stop,0000/00/00,00:00:00
2021/10/26,15:12:34,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:34,stop,0000/00/00,00:00:00
2021/10/26,15:12:34,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:35,stop,0000/00/00,00:00:00
2021/10/26,15:12:35,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:35,stop,0000/00/00,00:00:00
2021/10/26,15:12:35,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:35,stop,0000/00/00,00:00:00
2021/10/26,15:12:35,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:35,stop,0000/00/00,00:00:00
2021/10/26,15:12:35,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:36,stop,0000/00/00,00:00:00
2021/10/26,15:12:36,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:36,stop,0000/00/00,00:00:00
2021/10/26,15:12:36,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:36,stop,0000/00/00,00:00:00
2021/10/26,15:12:36,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:36,stop,0000/00/00,00:00:00
2021/10/26,15:12:37,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:37,stop,0000/00/00,00:00:00
2021/10/26,15:12:37,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:37,stop,0000/00/00,00:00:00
2021/10/26,15:12:37,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:37,stop,0000/00/00,00:00:00
2021/10/26,15:12:37,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:37,stop,0000/00/00,00:00:00
2021/10/26,15:12:37,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:38,stop,0000/00/00,00:00:00
2021/10/26,15:12:38,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:38,stop,0000/00/00,00:00:00
2021/10/26,15:12:38,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:38,stop,0000/00/00,00:00:00
2021/10/26,15:12:39,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:39,stop,0000/00/00,00:00:00
2021/10/26,15:12:39,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:39,stop,0000/00/00,00:00:00
2021/10/26,15:12:40,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:40,stop,0000/00/00,00:00:00
2021/10/26,15:12:41,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:41,stop,0000/00/00,00:00:00
2021/10/26,15:12:41,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:41,stop,0000/00/00,00:00:00
2021/10/26,15:12:41,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:42,stop,0000/00/00,00:00:00
2021/10/26,15:12:42,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:42,stop,0000/00/00,00:00:00
2021/10/26,15:12:42,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:42,stop,0000/00/00,00:00:00
2021/10/26,15:12:42,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:42,stop,0000/00/00,00:00:00
2021/10/26,15:12:42,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:42,stop,0000/00/00,00:00:00
2021/10/26,15:12:42,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:42,stop,0000/00/00,00:00:00
2021/10/26,15:12:43,move_forward,0000/00/00,00:00:00
2021/10/26,15:12:43,stop,0000/00/00,00:00:00
2021/10/26,15:12:59,turn_left,0000/00/00,00:00:00
2021/10/26,15:13:00,stop,0000/00/00,00:00:00
2021/10/26,15:13:00,turn_left,0000/00/00,00:00:00
2021/10/26,15:13:00,stop,0000/00/00,00:00:00
2021/10/26,15:13:00,turn_left,0000/00/00,00:00:00
2021/10/26,15:13:00,stop,0000/00/00,00:00:00
2021/10/26,15:13:00,turn_left,0000/00/00,00:00:00
2021/10/26,15:13:00,stop,0000/00/00,00:00:00
2021/10/26,15:13:01,turn_left,0000/00/00,00:00:00
2021/10/26,15:13:01,stop,0000/00/00,00:00:00
2021/10/26,15:13:01,turn_left,0000/00/00,00:00:00
2021/10/26,15:13:01,stop,0000/00/00,00:00:00
2021/10/26,15:13:01,turn_left,0000/00/00,00:00:00
2021/10/26,15:13:01,stop,0000/00/00,00:00:00
2021/10/26,15:13:01,turn_left,0000/00/00,00:00:00
2021/10/26,15:13:01,stop,0000/00/00,00:00:00
2021/10/26,15:13:01,turn_left,0000/00/00,00:00:00
2021/10/26,15:13:01,stop,0000/00/00,00:00:00
2021/10/26,15:13:02,turn_left,0000/00/00,00:00:00
2021/10/26,15:13:02,stop,0000/00/00,00:00:00
2021/10/26,15:13:02,turn_left,0000/00/00,00:00:00
2021/10/26,15:13:02,stop,0000/00/00,00:00:00
2021/10/26,15:13:02,turn_left,0000/00/00,00:00:00
2021/10/26,15:13:02,stop,0000/00/00,00:00:00
2021/10/26,15:13:02,turn_left,0000/00/00,00:00:00
2021/10/26,15:13:02,stop,0000/00/00,00:00:00
2021/10/26,15:13:02,turn_left,0000/00/00,00:00:00
2021/10/26,15:13:02,stop,0000/00/00,00:00:00
2021/10/26,15:13:02,turn_left,0000/00/00,00:00:00
2021/10/26,15:13:03,stop,0000/00/00,00:00:00
2021/10/26,15:13:03,turn_left,0000/00/00,00:00:00
2021/10/26,15:13:03,stop,0000/00/00,00:00:00
2021/10/26,15:13:03,turn_left,0000/00/00,00:00:00
2021/10/26,15:13:03,stop,0000/00/00,00:00:00
2021/10/26,15:13:03,turn_left,0000/00/00,00:00:00
2021/10/26,15:13:03,stop,0000/00/00,00:00:00
2021/10/26,15:13:03,turn_left,0000/00/00,00:00:00
2021/10/26,15:13:03,stop,0000/00/00,00:00:00
2021/10/26,15:13:03,turn_left,0000/00/00,00:00:00
2021/10/26,15:13:04,stop,0000/00/00,00:00:00
2021/10/26,15:13:04,turn_left,0000/00/00,00:00:00
2021/10/26,15:13:04,stop,0000/00/00,00:00:00
2021/10/26,15:13:04,turn_left,0000/00/00,00:00:00
2021/10/26,15:13:04,stop,0000/00/00,00:00:00
2021/10/26,15:13:04,turn_left,0000/00/00,00:00:00
2021/10/26,15:13:04,stop,0000/00/00,00:00:00
2021/10/26,15:13:04,turn_left,0000/00/00,00:00:00
2021/10/26,15:13:04,stop,0000/00/00,00:00:00
2021/10/26,15:13:04,turn_left,0000/00/00,00:00:00
2021/10/26,15:13:04,stop,0000/00/00,00:00:00
2021/10/26,15:13:05,turn_right,0000/00/00,00:00:00
2021/10/26,15:13:05,stop,0000/00/00,00:00:00
2021/10/26,15:13:06,turn_right,0000/00/00,00:00:00
2021/10/26,15:13:06,stop,0000/00/00,00:00:00
2021/10/26,15:13:06,turn_right,0000/00/00,00:00:00
2021/10/26,15:13:06,stop,0000/00/00,00:00:00
2021/10/26,15:13:06,turn_right,0000/00/00,00:00:00
2021/10/26,15:13:06,stop,0000/00/00,00:00:00
2021/10/26,15:13:06,turn_right,0000/00/00,00:00:00
2021/10/26,15:13:06,stop,0000/00/00,00:00:00
2021/10/26,15:13:06,turn_right,0000/00/00,00:00:00
2021/10/26,15:13:06,stop,0000/00/00,00:00:00
2021/10/26,15:13:06,turn_right,0000/00/00,00:00:00
2021/10/26,15:13:06,stop,0000/00/00,00:00:00
2021/10/26,15:13:07,turn_right,0000/00/00,00:00:00
2021/10/26,15:13:07,stop,0000/00/00,00:00:00
2021/10/26,15:13:07,turn_right,0000/00/00,00:00:00
2021/10/26,15:13:07,stop,0000/00/00,00:00:00
2021/10/26,15:13:07,turn_right,0000/00/00,00:00:00
2021/10/26,15:13:07,stop,0000/00/00,00:00:00
2021/10/26,15:13:07,turn_right,0000/00/00,00:00:00
2021/10/26,15:13:07,stop,0000/00/00,00:00:00
2021/10/26,15:13:07,turn_right,0000/00/00,00:00:00
2021/10/26,15:13:07,stop,0000/00/00,00:00:00
2021/10/26,15:13:07,turn_right,0000/00/00,00:00:00
2021/10/26,15:13:08,stop,0000/00/00,00:00:00
2021/10/26,15:13:08,turn_right,0000/00/00,00:00:00
2021/10/26,15:13:08,stop,0000/00/00,00:00:00
2021/10/26,15:13:08,turn_right,0000/00/00,00:00:00
2021/10/26,15:13:08,stop,0000/00/00,00:00:00
2021/10/26,15:13:08,turn_right,0000/00/00,00:00:00
2021/10/26,15:13:08,stop,0000/00/00,00:00:00
2021/10/26,15:13:08,turn_right,0000/00/00,00:00:00
2021/10/26,15:13:08,stop,0000/00/00,00:00:00
2021/10/26,15:13:08,turn_right,0000/00/00,00:00:00
2021/10/26,15:13:08,stop,0000/00/00,00:00:00
2021/10/26,15:13:09,move_back,0000/00/00,00:00:00
2021/10/26,15:13:09,stop,0000/00/00,00:00:00
2021/10/26,15:13:09,move_back,0000/00/00,00:00:00
2021/10/26,15:13:09,stop,0000/00/00,00:00:00
2021/10/26,15:13:09,move_back,0000/00/00,00:00:00
2021/10/26,15:13:10,stop,0000/00/00,00:00:00
2021/10/26,15:13:10,move_back,0000/00/00,00:00:00
2021/10/26,15:13:10,stop,0000/00/00,00:00:00
2021/10/26,15:13:10,move_back,0000/00/00,00:00:00
2021/10/26,15:13:10,stop,0000/00/00,00:00:00
2021/10/26,15:13:10,move_back,0000/00/00,00:00:00
2021/10/26,15:13:10,stop,0000/00/00,00:00:00
2021/10/26,15:13:10,move_back,0000/00/00,00:00:00
2021/10/26,15:13:10,stop,0000/00/00,00:00:00
2021/10/26,15:13:10,move_back,0000/00/00,00:00:00
2021/10/26,15:13:11,stop,0000/00/00,00:00:00
2021/10/26,15:13:11,move_back,0000/00/00,00:00:00
2021/10/26,15:13:11,stop,0000/00/00,00:00:00
2021/10/26,15:13:11,move_back,0000/00/00,00:00:00
2021/10/26,15:13:11,stop,0000/00/00,00:00:00
2021/10/26,15:13:11,move_back,0000/00/00,00:00:00
2021/10/26,15:13:11,stop,0000/00/00,00:00:00
2021/10/26,15:13:11,move_back,0000/00/00,00:00:00
2021/10/26,15:13:11,stop,0000/00/00,00:00:00
2021/10/26,15:13:12,move_forward,0000/00/00,00:00:00
2021/10/26,15:13:12,stop,0000/00/00,00:00:00
2021/10/26,15:13:12,move_forward,0000/00/00,00:00:00
2021/10/26,15:13:12,stop,0000/00/00,00:00:00
2021/10/26,15:13:12,move_forward,0000/00/00,00:00:00
2021/10/26,15:13:12,stop,0000/00/00,00:00:00
2021/10/26,15:13:12,move_forward,0000/00/00,00:00:00
2021/10/26,15:13:12,stop,0000/00/00,00:00:00
2021/10/26,15:13:12,move_forward,0000/00/00,00:00:00
2021/10/26,15:13:13,stop,0000/00/00,00:00:00
2021/10/26,15:13:13,move_forward,0000/00/00,00:00:00
2021/10/26,15:13:13,stop,0000/00/00,00:00:00
2021/10/26,15:13:13,move_forward,0000/00/00,00:00:00
2021/10/26,15:13:13,stop,0000/00/00,00:00:00
2021/10/26,15:13:13,move_forward,0000/00/00,00:00:00
2021/10/26,15:13:13,stop,0000/00/00,00:00:00
2021/10/26,15:13:13,move_forward,0000/00/00,00:00:00
2021/10/26,15:13:13,stop,0000/00/00,00:00:00
